review_text,rating,review_date,helpful_votes,verified_purchase,sentiment_score,sentiment_label,aspects,strength_mentioned,weakness_mentioned,product_id,brand
The vibrant colours is outstanding. Packaging was good too. 5 stars.,5,2025-05-21,15,True,0.872,positive,"{""design"": ""positive""}",vibrant colours,,P0029,Skybags
The affordable price is outstanding. Packaging was good too. 5 stars.,4,2026-01-18,11,True,0.805,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
"Delivered on time, product is solid. The affordable price impressed me. Would recommend to everyone.",4,2025-08-30,17,True,0.673,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Okay for the price. Liked the lightweight but zipper breaking is a concern. Time will tell.,3,2024-10-02,18,True,0.564,neutral,"{""zipper"": ""neutral"", ""price"": ""neutral""}",lightweight,zipper breaking,P0029,Skybags
"It is okay. trendy designs is fine, zipper breaking is a minor issue. Gets the job done.",3,2025-10-24,10,True,0.597,neutral,"{""zipper"": ""neutral"", ""design"": ""neutral""}",trendy designs,zipper breaking,P0029,Skybags
Really happy with this Skybags luggage. The trendy designs is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-02-09,16,True,1.0,positive,"{""handle"": ""positive"", ""design"": ""positive""}",trendy designs,,P0029,Skybags
Excellent quality. trendy designs is better than expected. Highly recommend.,4,2025-07-16,26,False,0.766,positive,"{""durability"": ""positive"", ""design"": ""positive""}",trendy designs,,P0029,Skybags
Disappointed with this purchase. The thin material started showing after just 2 trips. Expected better from Skybags.,1,2024-06-22,34,True,0.006,negative,"{""material"": ""negative""}",,thin material,P0029,Skybags
Do not buy! The zipper breaking is terrible. Skybags should improve quality control.,2,2025-11-08,21,True,0.143,negative,"{""zipper"": ""negative"", ""durability"": ""negative""}",,zipper breaking,P0029,Skybags
Average experience. lightweight works fine but not blown away. Expected more from Skybags.,3,2024-08-03,2,True,0.583,neutral,{},lightweight,zipper breaking,P0029,Skybags
Purchased as a gift and the recipient loved it. affordable price is genuinely impressive for this price.,5,2025-06-24,45,True,0.931,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Excellent quality. lightweight is better than expected. Highly recommend.,4,2025-09-28,28,True,0.749,positive,"{""durability"": ""positive""}",lightweight,,P0029,Skybags
Okay for the price. Liked the lightweight but zipper breaking is a concern. Time will tell.,3,2026-01-12,5,True,0.435,neutral,"{""zipper"": ""neutral"", ""price"": ""neutral""}",lightweight,zipper breaking,P0029,Skybags
Really happy with this Skybags luggage. The vibrant colours is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-04-19,44,True,0.64,positive,"{""handle"": ""positive"", ""design"": ""positive""}",vibrant colours,,P0029,Skybags
Disappointed with this purchase. The wheel durability started showing after just 2 trips. Expected better from Skybags.,2,2026-02-17,31,True,0.289,negative,"{""wheels"": ""negative""}",,wheel durability,P0029,Skybags
"Delivered on time, product is solid. The lightweight impressed me. Would recommend to everyone.",5,2024-08-15,39,True,0.866,positive,{},lightweight,,P0029,Skybags
The lightweight is outstanding. Packaging was good too. 5 stars.,5,2025-12-17,31,False,1.0,positive,{},lightweight,,P0029,Skybags
Been using for 6 months now. vibrant colours still as good as day one. Very satisfied.,4,2024-09-15,29,True,0.695,positive,"{""design"": ""positive""}",vibrant colours,,P0029,Skybags
"Delivered on time, product is solid. The affordable price impressed me. Would recommend to everyone.",4,2025-10-10,24,True,0.6,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Purchased as a gift and the recipient loved it. affordable price is genuinely impressive for this price.,5,2025-09-24,12,True,1.0,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Been using for 6 months now. lightweight still as good as day one. Very satisfied.,4,2025-01-10,1,True,0.614,positive,{},lightweight,,P0029,Skybags
Quality is below par. wheel durability within a month. Very frustrating experience.,2,2025-05-05,0,True,0.183,negative,"{""wheels"": ""negative"", ""durability"": ""negative""}",,wheel durability,P0029,Skybags
The lightweight is outstanding. Packaging was good too. 5 stars.,5,2025-03-18,32,True,1.0,positive,{},lightweight,,P0029,Skybags
Excellent quality. affordable price is better than expected. Highly recommend.,5,2024-07-09,44,True,0.869,positive,"{""durability"": ""positive"", ""price"": ""positive""}",affordable price,,P0029,Skybags
The lightweight is outstanding. Packaging was good too. 5 stars.,5,2025-07-08,11,True,1.0,positive,{},lightweight,,P0029,Skybags
"Delivered on time, product is solid. The affordable price impressed me. Would recommend to everyone.",5,2024-09-05,9,False,0.851,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Great product! The vibrant colours is exactly what I needed. My family loves it.,4,2024-07-28,8,False,0.674,positive,"{""design"": ""positive""}",vibrant colours,,P0029,Skybags
Been using for 6 months now. lightweight still as good as day one. Very satisfied.,4,2025-05-13,26,True,0.822,positive,{},lightweight,,P0029,Skybags
Purchased as a gift and the recipient loved it. affordable price is genuinely impressive for this price.,4,2025-08-01,29,True,0.695,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Quality is below par. zipper breaking within a month. Very frustrating experience.,2,2024-05-28,11,False,0.131,negative,"{""zipper"": ""negative"", ""durability"": ""negative""}",,zipper breaking,P0029,Skybags
Been using for 6 months now. affordable price still as good as day one. Very satisfied.,5,2026-03-12,41,True,0.958,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Great product! The lightweight is exactly what I needed. My family loves it.,4,2024-10-04,2,False,0.681,positive,{},lightweight,,P0029,Skybags
"Delivered on time, product is solid. The lightweight impressed me. Would recommend to everyone.",4,2024-06-20,5,True,0.853,positive,{},lightweight,,P0029,Skybags
The lightweight is outstanding. Packaging was good too. 5 stars.,5,2024-11-01,42,True,0.944,positive,{},lightweight,,P0029,Skybags
"Delivered on time, product is solid. The affordable price impressed me. Would recommend to everyone.",5,2024-09-29,26,True,1.0,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
Decent product. affordable price is good but zipper breaking needs improvement. 3 stars.,3,2024-08-20,7,True,0.618,neutral,"{""zipper"": ""neutral"", ""price"": ""neutral""}",affordable price,zipper breaking,P0029,Skybags
Been using for 6 months now. trendy designs still as good as day one. Very satisfied.,5,2025-11-23,43,False,0.98,positive,"{""design"": ""positive""}",trendy designs,,P0029,Skybags
Quality is below par. wheel durability within a month. Very frustrating experience.,3,2024-11-15,28,True,0.623,neutral,"{""wheels"": ""neutral"", ""durability"": ""neutral""}",,wheel durability,P0029,Skybags
The affordable price is outstanding. Packaging was good too. 5 stars.,5,2025-03-07,40,True,0.963,positive,"{""price"": ""positive""}",affordable price,,P0029,Skybags
"Delivered on time, product is solid. The brand trust impressed me. Would recommend to everyone.",5,2024-10-11,13,True,0.877,positive,{},brand trust,,P0030,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,4,2024-07-18,28,True,0.806,positive,{},warranty support,,P0030,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,5,2024-10-29,44,True,0.998,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Value for money purchase. brand trust is top notch. Already recommended to 3 friends.,5,2025-01-31,26,False,0.966,positive,"{""price"": ""positive""}",brand trust,,P0030,American Tourister
Really happy with this American Tourister luggage. The excellent build quality is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-04-17,12,True,0.79,positive,"{""handle"": ""positive"", ""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Purchased as a gift and the recipient loved it. excellent build quality is genuinely impressive for this price.,4,2025-12-31,0,True,0.811,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0030,American Tourister
Value for money purchase. excellent build quality is top notch. Already recommended to 3 friends.,5,2025-08-11,35,True,0.851,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0030,American Tourister
Quality is below par. heavy within a month. Very frustrating experience.,1,2024-09-07,39,False,0.0,negative,"{""durability"": ""negative""}",,heavy,P0030,American Tourister
Excellent quality. warranty support is better than expected. Highly recommend.,5,2025-08-02,14,True,1.0,positive,"{""durability"": ""positive""}",warranty support,,P0030,American Tourister
Purchased as a gift and the recipient loved it. excellent build quality is genuinely impressive for this price.,5,2025-09-12,13,True,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0030,American Tourister
The brand trust is outstanding. Packaging was good too. 5 stars.,5,2024-07-01,34,True,1.0,positive,{},brand trust,,P0030,American Tourister
Purchased as a gift and the recipient loved it. warranty support is genuinely impressive for this price.,5,2025-07-29,27,True,1.0,positive,"{""price"": ""positive""}",warranty support,,P0030,American Tourister
Decent product. brand trust is good but expensive needs improvement. 3 stars.,3,2025-09-26,9,True,0.635,neutral,"{""price"": ""neutral""}",brand trust,expensive,P0030,American Tourister
"Delivered on time, product is solid. The excellent build quality impressed me. Would recommend to everyone.",4,2024-10-02,32,True,0.811,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Great product! The excellent build quality is exactly what I needed. My family loves it.,5,2025-05-10,45,True,0.939,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Excellent quality. brand trust is better than expected. Highly recommend.,5,2026-01-01,41,False,0.882,positive,"{""durability"": ""positive""}",brand trust,,P0030,American Tourister
"Delivered on time, product is solid. The smooth spinner wheels impressed me. Would recommend to everyone.",4,2024-10-04,33,False,0.835,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,5,2024-12-16,38,True,1.0,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,5,2024-08-09,26,True,0.864,positive,{},warranty support,,P0030,American Tourister
Been using for 6 months now. excellent build quality still as good as day one. Very satisfied.,4,2024-11-15,11,True,0.708,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Purchased as a gift and the recipient loved it. excellent build quality is genuinely impressive for this price.,5,2024-04-26,25,True,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0030,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,4,2025-01-05,13,True,0.75,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
The excellent build quality is outstanding. Packaging was good too. 5 stars.,4,2025-07-03,42,True,0.73,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Been using for 6 months now. warranty support still as good as day one. Very satisfied.,5,2024-08-23,38,False,0.987,positive,{},warranty support,,P0030,American Tourister
Purchased as a gift and the recipient loved it. warranty support is genuinely impressive for this price.,5,2025-06-01,4,True,0.913,positive,"{""price"": ""positive""}",warranty support,,P0030,American Tourister
Really happy with this American Tourister luggage. The warranty support is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2024-09-19,38,True,0.961,positive,"{""handle"": ""positive""}",warranty support,,P0030,American Tourister
The warranty support is outstanding. Packaging was good too. 5 stars.,5,2024-09-01,18,True,0.961,positive,{},warranty support,,P0030,American Tourister
Been using for 6 months now. excellent build quality still as good as day one. Very satisfied.,4,2024-12-21,15,True,0.616,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Purchased as a gift and the recipient loved it. smooth spinner wheels is genuinely impressive for this price.,5,2024-10-06,34,False,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Been using for 6 months now. brand trust still as good as day one. Very satisfied.,4,2024-07-28,10,True,0.725,positive,{},brand trust,,P0030,American Tourister
The warranty support is outstanding. Packaging was good too. 5 stars.,5,2025-12-08,2,True,1.0,positive,{},warranty support,,P0030,American Tourister
Purchased as a gift and the recipient loved it. warranty support is genuinely impressive for this price.,5,2024-09-19,38,True,1.0,positive,"{""price"": ""positive""}",warranty support,,P0030,American Tourister
Been using for 6 months now. excellent build quality still as good as day one. Very satisfied.,5,2025-12-23,14,False,0.914,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Disappointed with this purchase. The limited colour options started showing after just 2 trips. Expected better from American Tourister.,1,2025-05-31,42,True,0.047,negative,"{""design"": ""negative""}",,limited colour options,P0030,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,5,2025-02-07,15,False,0.992,positive,{},warranty support,,P0030,American Tourister
Disappointed with this purchase. The heavy started showing after just 2 trips. Expected better from American Tourister.,1,2025-09-03,2,True,0.114,negative,{},,heavy,P0030,American Tourister
The warranty support is outstanding. Packaging was good too. 5 stars.,5,2026-03-22,22,True,0.915,positive,{},warranty support,,P0030,American Tourister
Value for money purchase. smooth spinner wheels is top notch. Already recommended to 3 friends.,5,2024-10-01,42,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Decent product. warranty support is good but heavy needs improvement. 3 stars.,3,2024-11-10,30,True,0.532,neutral,{},warranty support,heavy,P0030,American Tourister
Average product. The limited colour options is a major issue. Would not buy again.,1,2024-06-19,2,False,0.0,negative,"{""design"": ""negative""}",,limited colour options,P0030,American Tourister
The excellent build quality is outstanding. Packaging was good too. 5 stars.,5,2025-12-04,3,True,0.891,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Not worth the price. heavy is a real problem. Customer care was unhelpful.,2,2026-02-23,25,True,0.295,negative,"{""price"": ""negative""}",,heavy,P0030,American Tourister
Purchased as a gift and the recipient loved it. warranty support is genuinely impressive for this price.,5,2025-03-21,10,True,1.0,positive,"{""price"": ""positive""}",warranty support,,P0030,American Tourister
Great product! The excellent build quality is exactly what I needed. My family loves it.,4,2025-04-21,39,True,0.695,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Average product. The heavy is a major issue. Would not buy again.,2,2025-10-02,11,False,0.293,negative,{},,heavy,P0030,American Tourister
Been using for 6 months now. excellent build quality still as good as day one. Very satisfied.,5,2026-03-09,16,True,0.969,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
Been using for 6 months now. warranty support still as good as day one. Very satisfied.,5,2025-05-10,23,True,1.0,positive,{},warranty support,,P0030,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,5,2025-08-14,34,True,0.91,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Been using for 6 months now. brand trust still as good as day one. Very satisfied.,4,2025-04-17,13,False,0.867,positive,{},brand trust,,P0030,American Tourister
Value for money purchase. brand trust is top notch. Already recommended to 3 friends.,5,2024-06-03,11,True,0.936,positive,"{""price"": ""positive""}",brand trust,,P0030,American Tourister
Average product. The limited colour options is a major issue. Would not buy again.,1,2024-06-22,9,True,0.0,negative,"{""design"": ""negative""}",,limited colour options,P0030,American Tourister
Been using for 6 months now. excellent build quality still as good as day one. Very satisfied.,5,2024-09-27,15,True,0.867,positive,"{""durability"": ""positive""}",excellent build quality,,P0030,American Tourister
The smooth spinner wheels is outstanding. Packaging was good too. 5 stars.,4,2024-08-18,42,True,0.633,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
The smooth spinner wheels is outstanding. Packaging was good too. 5 stars.,4,2025-12-11,32,True,0.755,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Great product! The brand trust is exactly what I needed. My family loves it.,4,2026-02-14,33,True,0.68,positive,{},brand trust,,P0030,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,4,2024-12-29,19,True,0.851,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Value for money purchase. smooth spinner wheels is top notch. Already recommended to 3 friends.,5,2025-11-15,19,True,0.854,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Excellent quality. smooth spinner wheels is better than expected. Highly recommend.,4,2024-08-22,19,True,0.714,positive,"{""wheels"": ""positive"", ""durability"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Average experience. warranty support works fine but not blown away. Expected more from American Tourister.,3,2025-06-16,38,True,0.451,neutral,{},warranty support,expensive,P0030,American Tourister
Really happy with this American Tourister luggage. The warranty support is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-12-02,33,True,0.606,positive,"{""handle"": ""positive""}",warranty support,,P0030,American Tourister
Value for money purchase. brand trust is top notch. Already recommended to 3 friends.,4,2024-06-18,33,True,0.637,positive,"{""price"": ""positive""}",brand trust,,P0030,American Tourister
"It is okay. warranty support is fine, expensive is a minor issue. Gets the job done.",3,2024-11-06,34,True,0.474,neutral,"{""price"": ""neutral""}",warranty support,expensive,P0030,American Tourister
"Delivered on time, product is solid. The brand trust impressed me. Would recommend to everyone.",5,2024-12-08,12,False,0.998,positive,{},brand trust,,P0030,American Tourister
Returned it after first use. The expensive made it unusable. Waste of money.,2,2025-05-23,11,False,0.221,negative,"{""price"": ""negative""}",,expensive,P0030,American Tourister
Value for money purchase. warranty support is top notch. Already recommended to 3 friends.,5,2025-08-20,30,True,1.0,positive,"{""price"": ""positive""}",warranty support,,P0030,American Tourister
Great product! The brand trust is exactly what I needed. My family loves it.,5,2024-05-06,30,True,1.0,positive,{},brand trust,,P0030,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,5,2025-01-10,24,True,0.853,positive,{},warranty support,,P0030,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,5,2025-08-22,13,True,0.989,positive,{},warranty support,,P0030,American Tourister
Purchased as a gift and the recipient loved it. smooth spinner wheels is genuinely impressive for this price.,4,2025-04-24,3,True,0.889,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
Really happy with this American Tourister luggage. The brand trust is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2024-10-10,38,True,0.756,positive,"{""handle"": ""positive""}",brand trust,,P0030,American Tourister
Value for money purchase. brand trust is top notch. Already recommended to 3 friends.,5,2024-05-08,45,True,1.0,positive,"{""price"": ""positive""}",brand trust,,P0030,American Tourister
Purchased as a gift and the recipient loved it. brand trust is genuinely impressive for this price.,5,2025-06-15,18,True,0.944,positive,"{""price"": ""positive""}",brand trust,,P0030,American Tourister
Been using for 6 months now. smooth spinner wheels still as good as day one. Very satisfied.,5,2024-05-22,39,True,1.0,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0030,American Tourister
The warranty support is outstanding. Packaging was good too. 5 stars.,5,2024-11-22,21,True,1.0,positive,{},warranty support,,P0030,American Tourister
Been using for 6 months now. brand trust still as good as day one. Very satisfied.,5,2025-09-28,40,True,1.0,positive,{},brand trust,,P0031,American Tourister
Disappointed with this purchase. The heavy started showing after just 2 trips. Expected better from American Tourister.,3,2024-08-22,33,True,0.388,neutral,{},,heavy,P0031,American Tourister
Average experience. smooth spinner wheels works fine but not blown away. Expected more from American Tourister.,3,2025-09-09,27,True,0.355,neutral,"{""wheels"": ""neutral""}",smooth spinner wheels,expensive,P0031,American Tourister
Disappointed with this purchase. The limited colour options started showing after just 2 trips. Expected better from American Tourister.,1,2025-08-29,40,False,0.081,negative,"{""design"": ""negative""}",,limited colour options,P0031,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,5,2024-08-25,15,True,1.0,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Average experience. brand trust works fine but not blown away. Expected more from American Tourister.,3,2024-08-26,0,True,0.386,neutral,{},brand trust,heavy,P0031,American Tourister
Excellent quality. excellent build quality is better than expected. Highly recommend.,5,2026-02-19,23,True,0.93,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Value for money purchase. warranty support is top notch. Already recommended to 3 friends.,4,2025-03-22,5,True,0.605,positive,"{""price"": ""positive""}",warranty support,,P0031,American Tourister
Excellent quality. brand trust is better than expected. Highly recommend.,5,2026-03-27,42,True,0.938,positive,"{""durability"": ""positive""}",brand trust,,P0031,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,4,2025-08-05,37,False,0.832,positive,{},warranty support,,P0031,American Tourister
Excellent quality. excellent build quality is better than expected. Highly recommend.,4,2024-06-16,20,True,0.755,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Really happy with this American Tourister luggage. The warranty support is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-05-08,34,True,0.954,positive,"{""handle"": ""positive""}",warranty support,,P0031,American Tourister
Returned it after first use. The expensive made it unusable. Waste of money.,1,2025-11-21,19,True,0.0,negative,"{""price"": ""negative""}",,expensive,P0031,American Tourister
The warranty support is outstanding. Packaging was good too. 5 stars.,5,2024-10-12,31,True,0.85,positive,{},warranty support,,P0031,American Tourister
Great product! The excellent build quality is exactly what I needed. My family loves it.,4,2025-04-16,32,True,0.69,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
The excellent build quality is outstanding. Packaging was good too. 5 stars.,4,2024-07-14,3,True,0.794,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,5,2025-06-14,28,True,1.0,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Purchased as a gift and the recipient loved it. smooth spinner wheels is genuinely impressive for this price.,4,2024-11-25,36,True,0.854,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Purchased as a gift and the recipient loved it. brand trust is genuinely impressive for this price.,4,2025-03-02,43,True,0.607,positive,"{""price"": ""positive""}",brand trust,,P0031,American Tourister
Excellent quality. excellent build quality is better than expected. Highly recommend.,4,2026-03-11,10,True,0.87,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Really happy with this American Tourister luggage. The warranty support is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-07-27,18,True,0.835,positive,"{""handle"": ""positive""}",warranty support,,P0031,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,5,2024-05-09,26,False,1.0,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Do not buy! The heavy is terrible. American Tourister should improve quality control.,3,2025-05-01,34,True,0.487,neutral,"{""durability"": ""neutral""}",,heavy,P0031,American Tourister
Been using for 6 months now. smooth spinner wheels still as good as day one. Very satisfied.,4,2025-03-22,7,False,0.719,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Excellent quality. brand trust is better than expected. Highly recommend.,5,2026-03-31,16,False,0.941,positive,"{""durability"": ""positive""}",brand trust,,P0031,American Tourister
Great product! The warranty support is exactly what I needed. My family loves it.,4,2025-07-17,43,True,0.62,positive,{},warranty support,,P0031,American Tourister
The excellent build quality is outstanding. Packaging was good too. 5 stars.,5,2026-03-17,36,True,0.918,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Purchased as a gift and the recipient loved it. warranty support is genuinely impressive for this price.,4,2024-06-02,38,True,0.674,positive,"{""price"": ""positive""}",warranty support,,P0031,American Tourister
"Delivered on time, product is solid. The brand trust impressed me. Would recommend to everyone.",4,2024-10-06,17,True,0.745,positive,{},brand trust,,P0031,American Tourister
The smooth spinner wheels is outstanding. Packaging was good too. 5 stars.,4,2024-04-15,15,True,0.824,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Excellent quality. warranty support is better than expected. Highly recommend.,4,2025-07-10,12,False,0.742,positive,"{""durability"": ""positive""}",warranty support,,P0031,American Tourister
"It is okay. brand trust is fine, expensive is a minor issue. Gets the job done.",3,2025-07-05,2,True,0.367,neutral,"{""price"": ""neutral""}",brand trust,expensive,P0031,American Tourister
Average product. The limited colour options is a major issue. Would not buy again.,1,2024-12-13,28,True,0.137,negative,"{""design"": ""negative""}",,limited colour options,P0031,American Tourister
Value for money purchase. excellent build quality is top notch. Already recommended to 3 friends.,4,2025-06-22,30,True,0.883,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0031,American Tourister
Do not buy! The expensive is terrible. American Tourister should improve quality control.,1,2026-03-27,39,True,0.086,negative,"{""durability"": ""negative"", ""price"": ""negative""}",,expensive,P0031,American Tourister
Quality is below par. expensive within a month. Very frustrating experience.,3,2025-02-03,1,True,0.647,neutral,"{""durability"": ""neutral"", ""price"": ""neutral""}",,expensive,P0031,American Tourister
Been using for 6 months now. excellent build quality still as good as day one. Very satisfied.,5,2026-02-27,16,False,1.0,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Quality is below par. expensive within a month. Very frustrating experience.,1,2024-06-09,22,True,0.139,negative,"{""durability"": ""negative"", ""price"": ""negative""}",,expensive,P0031,American Tourister
Great product! The smooth spinner wheels is exactly what I needed. My family loves it.,4,2024-04-14,44,True,0.623,positive,"{""wheels"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Value for money purchase. smooth spinner wheels is top notch. Already recommended to 3 friends.,4,2025-03-24,15,True,0.71,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Excellent quality. brand trust is better than expected. Highly recommend.,5,2025-05-27,6,True,0.918,positive,"{""durability"": ""positive""}",brand trust,,P0031,American Tourister
Quality is below par. heavy within a month. Very frustrating experience.,3,2026-03-11,37,True,0.409,neutral,"{""durability"": ""neutral""}",,heavy,P0031,American Tourister
Purchased as a gift and the recipient loved it. excellent build quality is genuinely impressive for this price.,5,2024-08-28,26,True,0.892,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0031,American Tourister
Been using for 6 months now. brand trust still as good as day one. Very satisfied.,5,2025-10-01,18,False,1.0,positive,{},brand trust,,P0031,American Tourister
Average product. The expensive is a major issue. Would not buy again.,1,2024-10-09,39,False,0.084,negative,"{""price"": ""negative""}",,expensive,P0031,American Tourister
Purchased as a gift and the recipient loved it. warranty support is genuinely impressive for this price.,4,2025-03-14,13,False,0.773,positive,"{""price"": ""positive""}",warranty support,,P0031,American Tourister
"Delivered on time, product is solid. The warranty support impressed me. Would recommend to everyone.",4,2025-11-04,2,False,0.644,positive,{},warranty support,,P0031,American Tourister
Purchased as a gift and the recipient loved it. excellent build quality is genuinely impressive for this price.,5,2026-01-27,36,True,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",excellent build quality,,P0031,American Tourister
The brand trust is outstanding. Packaging was good too. 5 stars.,5,2024-07-28,20,False,1.0,positive,{},brand trust,,P0031,American Tourister
The excellent build quality is outstanding. Packaging was good too. 5 stars.,5,2024-09-09,0,False,0.966,positive,"{""durability"": ""positive""}",excellent build quality,,P0031,American Tourister
Value for money purchase. warranty support is top notch. Already recommended to 3 friends.,5,2026-03-04,41,True,1.0,positive,"{""price"": ""positive""}",warranty support,,P0031,American Tourister
Purchased as a gift and the recipient loved it. brand trust is genuinely impressive for this price.,5,2024-11-03,30,True,0.928,positive,"{""price"": ""positive""}",brand trust,,P0031,American Tourister
"Delivered on time, product is solid. The warranty support impressed me. Would recommend to everyone.",4,2025-07-23,20,True,0.704,positive,{},warranty support,,P0031,American Tourister
Purchased as a gift and the recipient loved it. smooth spinner wheels is genuinely impressive for this price.,5,2024-11-17,7,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth spinner wheels,,P0031,American Tourister
Really happy with this American Tourister luggage. The brand trust is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-05-30,15,True,0.937,positive,"{""handle"": ""positive""}",brand trust,,P0031,American Tourister
Average experience. excellent build quality works fine but not blown away. Expected more from American Tourister.,3,2025-06-12,8,True,0.491,neutral,"{""durability"": ""neutral""}",excellent build quality,expensive,P0031,American Tourister
"Delivered on time, product is solid. The warranty support impressed me. Would recommend to everyone.",4,2025-09-01,37,True,0.867,positive,{},warranty support,,P0031,American Tourister
Been using for 6 months now. brand trust still as good as day one. Very satisfied.,4,2025-01-07,30,True,0.812,positive,{},brand trust,,P0031,American Tourister
